"","site_id","uid","comid","date_col","ag_eco9","lat_dd83","lon_dd83","area_ha","tp_ug","nitrate_mg","nitrate_nitrite_mg","nitrite_mg","ammonia_mg","tn_ug","doc_mg","toc_mg","site_depth","chla_ug","secchi_m","lake_nhdid","lagoslakeid","year","lake_connectivity_permanent","lake_maxdepth_m","w.arch1","w.arch2","w.arch3","w.arch4","w.arch5","w.arch6","w.arch7","max.arch","w.max.arch"
"274","NLA17_FL-10006",2010335,10996865,"6/22/2017","CPL",28.83882,-81.26992,3565.565,85.9325,0.0074,NA,0,0.017,1428,14.5,NA,2.7,23.84,0.8,NA,187650,2017,"DrainageLk",3.6576,0.0958799431274676,0.622517189943738,0,0.0105067907420027,0.26937522301451,0,0.00174580108996773,2,0.622517189943738
"275","NLA12_FL-130",7814,16632810,"8/9/2012","CPL",28.56416506,-81.77977349,21.50698766,58,0,0,0,0.0088,874,11.55,NA,2,10.9,0.325,"112617280",187869,2012,"DrainageLk",2,0,0.7388345150485,0,0.0443805564546793,0.216813506056231,0,0,2,0.7388345150485
"276","NLA12_OH-R02",7528,13155567,"7/30/2012","NAP",41.13160512,-81.23283319,12.21798205,10,0.002,0.002,0,0.0064,445,7.04,NA,NA,NA,3.5,"125573699",18816,2012,"Headwater",7.3,0.143507576902255,0,0.301935581438404,0.28584706083895,0.0750850907503899,0.193621125076454,0,3,0.301935581438404
"277","NLA17_FL-10005",2010482,16636112,"7/13/2017","CPL",28.89574,-81.83983,6348.878,32.67125,0.0013,NA,0,0.014,2316,15.05,NA,5.2,69.87,0.35,NA,189773,2017,"DrainageLk",9.4488,0,0.635745152894102,0,0.0233335643799353,0.340954849504057,0,0,2,0.635745152894102
"278","NLA12_FL-R04",1000190,16628932,"8/15/2012","CPL",29.23344674,-81.90578186,175.0209169,48,0.003,0.003,0,0.014,1078,25.2,NA,NA,NA,0.975,"112614648",189913,2012,"DrainageLk",1.524,0.0251744362942431,0.634080506268275,0,0,0.340772762493206,0,0,2,0.634080506268275
"279","NLA12_VT-109",1000054,10294152,"7/12/2012","NAP",42.7469444,-72.83550844,10.89805771,19,0.002,0.002,0,0.0078,429,5.7,NA,1.9,7.76,NA,"{56F08AE4-DF00-41EA-A332-90E568359588}",1910,2012,"Headwater",1.8288,0.129222430911973,0.080302259371978,0.079806099994352,0.224506002278482,0.124113408398449,0.362050660138921,0,6,0.362050660138921
"280","NLA12_FL-104",6233,10994803,"5/19/2012","CPL",28.63214149,-81.35520745,39.15276905,25,0.019,0.019,0,6e-04,820,6.03,NA,6.7,16.32,0.75,"107718387",191448,2012,"Isolated",6.7,0,0.776403186444572,0,0.086675888442911,0.136949399970908,0,0,2,0.776403186444572
"281","NLA17_IA-10007",2010407,5798096,"7/5/2017","TPL",40.75439,-92.44008,34.71898,53.68,1e-04,NA,0,0.016,1049,6.5,NA,6.1,22.27,0.8,NA,19195,2017,"Drainage",6.7052727826882,0.47076498822996,0,0.280079588298278,0.249188474236663,0,0,0,1,0.47076498822996
"282","NLA17_FL-10011",2011335,21480842,"8/15/2017","CPL",27.58052,-81.51214,17.56297,8.32375,0.2265,NA,0.004,0.011,745,4.98,NA,19.05,5.52,2.5,NA,193393,2017,"Isolated",NA,0.168559592437632,0.700637322181462,0.0202798961517722,0.0293009488542838,0.0790216692228297,0,0.00220683878809164,2,0.700637322181462
"283","NLA17_AR-10014",2010930,7524649,"9/19/2017","CPL",36.35088,-90.80319,10.70524,142.1475,0.0023,NA,0,0.011,983,3.95,NA,1.4,54.67,0.275,NA,19404,2017,"Isolated",NA,0.113204735890814,0,0.0106284888673718,0.537291656108117,0.338905932663872,0,0,4,0.537291656108117
"284","NLA17_FL-10008",2011023,16757722,"6/15/2017","CPL",26.42267,-81.49335,605.4412,168.545,0.0044,NA,0,0.018,2305,15.72,NA,2.7,62.8,0.275,NA,194329,2017,"Isolated",2.7432,0.132672091142082,0.664804429206491,0,0.0761111110845782,0.126455084607118,0,0,2,0.664804429206491
"285","NLA17_FL-10001",2010232,166757656,"6/13/2017","CPL",26.94453,-80.83291,167489.6,103.0575,0,NA,0,0.012,1346,11.28,NA,2,48,0.45,NA,196849,2017,"DrainageLk",4.4,0,0.656832227728497,0,0.0969829040582258,0.144144600114555,0,0.1020751702513,2,0.656832227728497
"286","NLA12_FL-126",7909,166757640,"8/13/2012","CPL",28.02489816,-81.41000805,2674.826553,50,0,0,0,0.012,1279,14.16,NA,2.4,11.30666667,0.55,"112041581",196852,2012,"DrainageLk",3.048,0.00287966785808628,0.617881714238531,0,0.0374497733063973,0.304271290715532,0,0.0375485356695015,2,0.617881714238531
"287","NLA17_MI-10122",2010304,152708050,"6/21/2017","UMW",42.83113,-85.77959,1.196756,59.0625,0,NA,0,0.02,1134,8.21,NA,2,34.88,0.95,NA,19699,2017,"Isolated",NA,0.0907645804749751,0.215439806838806,0.36054490674635,0,0.200106932184848,0.133145824680126,0,3,0.36054490674635
"288","NLA17_IN-10123",2010891,18443706,"9/11/2017","SAP",39.14517,-86.21886,2.653909,46.03375,0,NA,0,0.012,723,5.67,NA,4.7,34.24,1.15,NA,1989,2017,"Drainage",NA,0.588182501167463,0,0,0.124414639236521,0,0.287500327356547,0,1,0.588182501167463
"289","NLA17_FL-10042",2011436,71542,"9/6/2017","CPL",26.38943,-80.11494,11.19056,98.4034,0,NA,0,0.011,1259,8.99,NA,2.3,63.42,0.55,NA,200658,2017,"Isolated",NA,0.284139312387941,0.459708806887826,0,0.113359890241908,0.142829652658601,0,0,2,0.459708806887826
"290","NLA12_MN-135",7945,4120344,"8/14/2012","TPL",45.17625487,-95.15019259,22.56591079,259,0.003,0.003,0,0.892,3875,19.15,NA,1.1,80,0.4,"82955915",20074,2012,"Headwater",1.1,0,0,0.569469731753858,0.094324030668412,0.336213349848331,0,0,3,0.569469731753858
"291","NLA17_FL-10020",2011059,21489910,"6/27/2017","CPL",27.20735,-81.35075,34.5312,1.66125,7e-04,NA,0,0.006,390,8.78,NA,19.8,2.73,2.55,NA,201144,2017,"Isolated",17.9832,0.0295928449920208,0.739238947848817,0,0.0104656787005598,0,0,0.220721415995633,2,0.739238947848817
"292","NLA17_FL-10030",2010807,56068,"8/24/2017","CPL",26.6388,-80.16398,8.324166,5.05375,0.0016,NA,0,0.024,759,10.21,NA,6.5,2.37,3.875,NA,201797,2017,"Isolated",NA,0.0698145316440991,0.451330454227981,0,0.270054645452061,0.208842645688495,0,0,2,0.451330454227981
"293","NLA17_FL-10007",2010988,21480132,"6/5/2017","CPL",27.84219,-81.50928,1.870655,14.6425,9e-04,NA,0,0.01,544,4.34,NA,3.2,12.98,1.7,NA,202213,2017,"Isolated",2.8,0.087344236093676,0.793049599496261,0.0333777226244042,0,0.0271171721742772,0,0.0591227616885295,2,0.793049599496261
"294","NLA17_MN-10037",2010885,6657715,"9/11/2017","UMW",46.22321,-96.04381,21.22265,211.32125,0.0118,NA,0,0.459,2448,15.83,NA,5,21.68,2.95,NA,20300,2017,"Isolated",5.47342920303345,0,0.015174472202178,0.631957614243135,0.0434357247896971,0.293743490294177,0.0156922598477232,0,3,0.631957614243135
"295","NLA17_MN-10044",2011379,7095153,"8/24/2017","UMW",48.17831,-91.98468,16.26863,9.53375,0,NA,0,0.013,470,7.49,NA,3.4,3.38,2.75,NA,20348,2017,"DrainageLk",NA,0.0407714653164825,0.0641317216572018,0.335238076396234,0.0144106533996544,0.371260451709748,0.174180545252405,0,5,0.371260451709748
"296","NLA17_OH-10027",2010375,19386918,"6/29/2017","NAP",40.79017,-80.98123,16.22573,55.1575,0,NA,0,0.015,903,8.01,NA,2.5,19.04,1.15,NA,2039,2017,"Drainage",NA,0.268897244887224,0,0.234089947548541,0.308770652408565,0.0328393691759167,0.155409368986304,0,4,0.308770652408565
"297","NLA17_ME-10011",2011259,9312215,"8/3/2017","NAP",43.76838,-70.60856,18.17224,36.00375,8e-04,NA,0,0.021,588,8.79,NA,6.4,23.73,1.26,NA,20496,2017,"Headwater",7.01039981842041,0.230293434055578,0.218652696117222,0,0.012825806231584,0.287062933827985,0.251174216906612,0,5,0.287062933827985
"298","NLA17_NJ-10023",2011177,6248644,"7/24/2017","SAP",40.9737,-74.24793,161.5791,1.00875,0,NA,0,0.016,373,3.36,NA,5,5.77,2.5,NA,20606,2017,"Drainage",NA,0.10330984777174,0.0948039528371405,0,0.297763363259029,0.169729147032741,0.334395914865956,0,6,0.334395914865956
"299","NLA17_FL-10015",2011256,78673189,"8/2/2017","CPL",26.94674,-82.02308,1.448865,74.92625,0,NA,0,0.097,1405,23.13,NA,4.1,4.49,1.5,NA,206262,2017,"Isolated",NA,0,0.832968356111269,0,0.114875594637973,0.0521941517424091,0,0,2,0.832968356111269
"300","NLA12_MI-155",7005,13176231,"7/5/2012","UMW",42.47782363,-84.16713158,12.24327281,25,0.002,0.002,0,0.016,1085,10.69,NA,7.4,6.8,1.45,"145333241",20816,2012,"Headwater",7.9,0,0.118140215133489,0.358307702037611,0.0950057817535377,0.394539225805235,0.0340062475947032,0,5,0.394539225805235
"301","NLA17_FL-10004",2011004,16793645,"6/7/2017","CPL",28.09205,-81.70722,289.8131,50.71625,9e-04,NA,0,0.016,1241,14.16,NA,4,29.07,0.8,NA,208928,2017,"Drainage",5.7912,0,0.72325189929609,0,0.0403725404963035,0.23640894660227,0,0,2,0.72325189929609
"302","NLA17_FL-10035",2010982,16882928,"6/1/2017","CPL",27.70463,-82.43352,3.189221,279.83,0,NA,0,0.03,6663,30.75,NA,1.45,45.6,0.1875,NA,209334,2017,"Isolated",NA,0.207335195232988,0.766638079632828,0,0,0.0244095689594066,0,0.00166320519974878,2,0.766638079632828
"303","NLA17_IN-10105",2011318,18450239,"8/11/2017","TPL",38.69738,-85.70424,6.328152,70.2225,0,NA,0,0.013,988,5.71,NA,4.5,76.96,1.25,NA,20969,2017,"Drainage",NA,0.609635302398662,0,0,0.318752068344546,0,0.0716427101422185,0,1,0.609635302398662
"304","NLA17_OH-10013",2010915,3483393,"9/14/2017","TPL",39.8734,-83.37433,38.80583,176.175,0.0159,NA,0,0.117,1171,4.64,NA,1.3,63.36,0.55,NA,2097,2017,"DrainageLk",1.8288,0.670469813424218,0,0.2002063062907,0.0874967356733815,0.00826930182806026,0.0335638294668162,0,1,0.670469813424218
"305","NLA17_IN-10028",2010383,18486002,"6/27/2017","UMW",41.28699,-85.78291,194.0342,23.19625,0.0012,NA,0,0.028,795,5.1,NA,12.3,9.05,2.05,NA,2106,2017,"Drainage",8.8,0.257914670698965,0.056535269183548,0.106675797333831,0.107935551353776,0.411042029170553,0.0237898386931159,0.0361021725001093,5,0.411042029170553
"306","NLA12_VT-103",7520,15447630,"7/30/2012","NAP",44.67386066,-73.36140792,107359.9005,20,0.038,0.041,0.003,0.017,343,3.17,NA,47,3.394285714,3.05,"{492CB89C-D0FF-47E3-A144-39464508B9FD}",211,2012,"DrainageLk",97,0.364812765538574,0.0762814474683456,0,0.0840295143704876,0.177270564569325,0.266619845799598,0.0309871035536932,1,0.364812765538574
"307","NLA12_MI-109",1000052,12144358,"7/11/2012","UMW",42.62319809,-85.19033981,177.5017494,44,0,0,0,0.0068,569,4.69,NA,9.5,19.34883721,1.325,"157068221",2110,2012,"DrainageLk",9.14355379457482,0.507616079197771,0,0,0,0.472160438681851,0,0.0202553591689118,1,0.507616079197771
"308","NLA17_MN-10030",2010847,4048152,"8/30/2017","TPL",44.05364,-95.376,49.82318,101.75625,0,NA,0,0.112,1209,6.65,NA,2.4,20.16,1.45,NA,21110,2017,"Isolated",2.80233287811279,0,0,0.653775927070299,0.132838721271686,0.191522166145945,0.0218649284735261,0,3,0.653775927070299
"309","NLA12_FL-107",6228,16952318,"5/17/2012","CPL",28.17018584,-81.83447199,30.03492592,9,0.019,0.019,0,0.0014,546,5.86,NA,6.1,2.3776,5.7,"68083771",211194,2012,"Isolated",4.8768,0,0.923943624242382,0.00438008199504457,0.0716953042555875,0,0,0,2,0.923943624242382
"310","NLA12_WI-140",6776,167120948,"6/25/2012","TPL",42.99825202,-89.29085205,89.74163089,75,NA,0.023,NA,0.069,1150,7,8.1,1,13.3,1,"143249888",21239,2012,"DrainageLk",1,0.31718952149209,0,0.13612887895359,0.125006070959068,0.368533238109465,0.022185190113137,0.030967712003326,5,0.368533238109465
"311","NLA17_GA-10020",2010319,133558624,"6/21/2017","CPL",31.75569,-83.49964,1.914558,22.295,0.0011,NA,0,0.022,499,9.48,NA,1.5,8.96,1.365,NA,212904,2017,"Isolated",NA,0.108312992915934,0.489508442164908,0.0613728811576516,0.023205316553282,0.317616563365463,0,0,2,0.489508442164908
"312","NLA12_IN-199",8549,12259410,"9/13/2012","UMW",41.63635595,-85.16723461,46.7765862,31,0.002,0.002,0,0.014,536,4.51,NA,8.5,4.18,2.25,"155640004",2133,2012,"Drainage",9.4,0.44636536624077,0,0.047947601869155,0.0205902543362166,0.465786463828072,0,0.0193215020537946,5,0.465786463828072
"313","NLA17_MO-10009",2010908,5026043,"9/12/2017","SAP",37.18762,-89.93068,2.278851,23.68625,0,NA,0,0.006,418,5.27,NA,4.7,11.74,0.43,NA,21340,2017,"Headwater",NA,0.297950344319203,0,0,0.375544336919499,0,0.32657830308996,0,4,0.375544336919499
"314","NLA17_KS-10005",2010190,2255595,"6/6/2017","TPL",39.34876,-95.04207,4.302133,66.83625,0,NA,0,0.018,959,7.15,NA,3.7,21.44,0.85,NA,21473,2017,"Isolated",3.9,0.571517408021386,0,0.088153790807201,0.12893424693593,0,0.135878885933363,0.0755395951448517,1,0.571517408021386
"315","NLA12_IN-166",7805,13452578,"8/7/2012","TPL",40.9751033,-87.51101929,325.0384875,112,0,0,0,0.02,1280,12.69,NA,2,22.72,1,"154247560",2170,2012,"Drainage",2.4,0.357650219149335,0.207666272615269,0.0729359978788448,0,0.323194164632914,0.0385510140196762,0,1,0.357650219149335
"316","NLA17_WI-10129",2011470,12987579,"9/13/2017","UMW",46.01992,-90.15108,27.511,9.56,NA,NA,NA,NA,201,5.43,NA,9,2.82,3.025,NA,2176,2017,"Isolated",9.144,0,0.0343562612147683,0.253480970794771,0,0.552509478560815,0.159668715955776,0,5,0.552509478560815
"317","NLA17_GA-HP001",2011074,166758618,"6/29/2017","CPL",31.01972222,-83.1275,3291.452,27.38625,4e-04,NA,0,0.009,701,11.89,NA,2.35,12.1,1.7,NA,219301,2017,"Isolated",NA,0,0.24803664727172,0,0.238775805435756,0.513295453321514,0,0,5,0.513295453321514
"318","NLA17_MI-10002",2011375,8990570,"8/24/2017","UMW",43.94203,-86.44956,239.2614,27.17625,0.1921,NA,0.004,0.134,578,3.04,NA,13.6,3.14,2.75,NA,2197,2017,"DrainageLk",11.5824,0.182206243211815,0.0508850375150451,0,0,0.57557501799503,0.0677551168590827,0.123645029537361,5,0.57557501799503
"319","NLA17_MA-10019",2010746,5878349,"8/15/2017","CPL",41.64846,-70.44178,20.14956,8.4975,0,NA,0,0.007,335,3.13,NA,10.9,4.14,3.15,NA,2200,2017,"Drainage",11,0.245374428191338,0.427897542618496,0,0,0.198487521529329,0.128251020580393,0,2,0.427897542618496
"320","NLA17_FL-10002",2011050,10363726,"6/27/2017","CPL",30.43458,-84.56554,3360.425,42.9725,0,NA,0,0.011,853,8.17,NA,9.5,36.6,0.85,NA,220580,2017,"DrainageLk",5.5,0.209075171370617,0.61842417742087,0,0,0.17255730408006,0,0,2,0.61842417742087
"321","NLA17_IN-10126",2011333,18461474,"8/16/2017","TPL",39.39399,-86.03805,7.73461,57.5175,0,NA,0,0.021,890,5.87,NA,3.3,8.51,1.1,NA,22070,2017,"Drainage",NA,0.621850702033846,0.00674807192787954,0.0636862518986155,0.192000897043126,0,0.115711739872417,0,1,0.621850702033846
"322","NLA17_FL-10038",2011203,129950476,"7/26/2017","CPL",30.65704,-84.43297,4.26381,57.40375,0,NA,0,0.007,478,2.93,NA,4.05,23.15,0.85,NA,221348,2017,"Isolated",NA,0.159210128701793,0.712637970067248,0,0,0.0424641133148065,0.0857078943482645,0,2,0.712637970067248
"323","NLA17_MN-10033",2010635,22328841,"7/31/2017","UMW",47.15998,-95.05449,6.264025,18.9875,0,NA,0,0.011,613,7.54,NA,7.5,3.62,3.15,NA,22156,2017,"Isolated",NA,0,0,0.347526972267348,0,0.398732579738243,0.117227520801812,0.136522186190373,5,0.398732579738243
"324","NLA12_WI-127",1000119,13085151,"8/2/2012","UMW",44.77019577,-91.92981181,6.264364681,232,NA,0.019,NA,0.054,3870,12,13,1.1,82.5,0.15,"151951232",22282,2012,"Isolated",1.1,0.0950883263331071,0.173341750245511,0.366873828990334,0.0206187739223075,0.226187330965626,0.0683406197203515,0.0495440021516312,3,0.366873828990334
"325","NLA17_MI-10016",2011296,12130880,"8/9/2017","UMW",43.95692,-85,25.87205,9.09875,0,NA,0,0.009,465,4.83,NA,20.5,2.84,4.4,NA,2234,2017,"Drainage",18.2871075891496,0,0.192110694065915,0.094710550033749,0,0.538450255722884,0.101493450364642,0.073252738688408,5,0.538450255722884
"326","NLA12_KS-114",6243,999990002,"5/22/2012","TPL",38.50796545,-94.67326537,110.0385555,46,0.024,0.024,0,0.0085,588,4.65,NA,5.7,15.408,0.775,"120031563",22578,2012,"Isolated",9.14355379457482,0.530313718545598,0,0.187467310396089,0.282245852606615,0,0,0,1,0.530313718545598
"327","NLA17_IN-10029",2011223,3921415,"7/26/2017","TPL",39.61189,-84.96862,72.75123,40.77125,2.9022,NA,0.003,0.068,3775,3.53,NA,11.6,9.33,1.55,NA,2271,2017,"Drainage",14,0.682045424945427,0,0.0811714075101305,0.135830851646292,0.0233044023206695,0.0776504208357544,0,1,0.682045424945427
"328","NLA17_GA-10003",2010865,6456569,"9/6/2017","CPL",32.07002,-84.29711,32.26878,35.0809,0.0351,NA,0.002,0.008,511,3.37,NA,4.3,42.4,0.805,NA,227207,2017,"Drainage",3.8,0.253856354713833,0.458149880950753,0,0,0.204094769918565,0.0204965740744343,0.0634522673386584,2,0.458149880950753
"329","NLA12_OH-118",7232,15613540,"7/17/2012","TPL",40.70340664,-83.37874497,102.7107705,5,0,0,0,0.0067,149,2.04,NA,5.2,1.22,1.195,"155429311",2278,2012,"Isolated",10.79,0,0.0501124916636773,0.507429469392192,0.433938618347655,0,0.00856802674233497,0,3,0.507429469392192
"330","NLA17_MN-10009",2010810,167122195,"8/23/2017","UMW",44.9994,-94.33311,428.3026,41.77,0,NA,0,0.014,903,8.19,NA,3.6,21,1.35,NA,2287,2017,"DrainageLk",3.49278259277344,0.0450662693209453,0.0402102495511552,0.501166962707622,0.071140792168692,0.334854567916366,0.00755606864329608,0,3,0.501166962707622
"331","NLA12_GA-R01",7461,6416834,"7/25/2012","SAP",32.85947959,-84.39692999,1.59932694,28,0.003,0.003,0,0.0063,231,2.75,NA,NA,NA,1.6,"55254455",229121,2012,"Isolated",5.3,0.302179386191386,0.411395953145329,0,0,0,0.286430785158028,0,2,0.411395953145329
"332","NLA17_GA-10039",2010712,3284084,"8/9/2017","SAP",33.79051,-84.94634,16.24394,23.56,0,NA,0,0.007,243,4.04,NA,6.3,10.75,1.75,NA,229682,2017,"Drainage",NA,0.433132265037968,0.210408820474483,0,0,0,0.34637649186527,0.010091228325359,1,0.433132265037968
"333","NLA17_GA-10005",2010295,6416384,"6/20/2017","CPL",32.63901,-83.96636,2.444591,67.1075,0,NA,0,0.013,2048,4.97,NA,2.8,86.4,0.41,NA,230402,2017,"Drainage",3.3,0.298122617730368,0.547667793805598,0,0,0.0382644777633015,0.084124287174491,0.0318481391183301,2,0.547667793805598
"334","NLA12_FL-141",8026,2239997,"8/17/2012","CPL",30.51614943,-85.70778846,32.73195533,27,0.002,0.002,0,0.0084,321,1.58,NA,1.1,17.25714286,0.65,"63036379",232006,2012,"Isolated",1.1,0,0.740471798082559,0,0,0.0520029025543923,0.137419999019115,0.0701963639793509,2,0.740471798082559
"335","NLA17_WI-10085",2010775,1850279,"8/17/2017","UMW",46.00527,-91.52462,2.526047,38,0.0258,NA,NA,NA,308,2.99,NA,3.3,17.9,1.8,NA,23338,2017,"Drainage",NA,0.294364647734246,0,0.0414796181203375,0,0.536493398278019,0.105888357201555,0.0217908602491636,5,0.536493398278019
"336","NLA17_FL-10029",2010400,478125,"6/29/2017","CPL",30.38261,-86.40663,10.45597,7.37875,2e-04,NA,0,0.009,314,6.04,NA,4.5,2.24,3.175,NA,233591,2017,"Isolated",NA,0,0.442087166195014,0,0.248371416624322,0.118318652485083,0.191288281538793,0,2,0.442087166195014
"337","NLA17_WI-10079",2011383,13399207,"8/24/2017","UMW",45.43764,-89.48307,9.139986,8.39,NA,NA,NA,NA,189,4.41,NA,16.2,3.26,7.75,NA,23383,2017,"Isolated",NA,0,0.0643254873675884,0.347596652295882,0,0.125224385407332,0.462888232215874,0,6,0.462888232215874
"338","NLA17_MN-10021",2010454,2365408,"7/10/2017","UMW",45.47429,-93.34521,141.3298,124.0225,0,NA,0,0.011,1834,6.4,NA,4.1,89.6,0.4,NA,2344,2017,"DrainageLk",3.04785132408142,0.050780558910637,0.198171844060154,0.170568163683511,0,0.515277815097573,0.00588063253869597,0.0593299976689909,5,0.515277815097573
"339","NLA17_AL-10020",2010773,146711673,"8/17/2017","CPL",31.22256,-85.64838,1.402464,17.145,0.3535,NA,0.006,0.033,853,2.32,NA,2.5,13.01,2.25,NA,234989,2017,"Headwater",NA,0.0523585940703927,0.575163472454466,0.157125770322897,0.0947567132741254,0.082376898873415,0.038228040588856,0,2,0.575163472454466
"340","NLA17_AL-10002",2010726,166759059,"8/14/2017","SAP",33.67333,-86.16453,10363.26,54.03875,0,NA,0,0.01,534,2.73,NA,10.2,31.04,0.95,NA,236199,2017,"DrainageLk",6.5,0.380552113397729,0.118806143557144,0,0.135184846169617,0,0.306483806862369,0.0589915522808561,1,0.380552113397729
"341","NLA17_WI-10025",2011180,13394027,"7/24/2017","UMW",45.86692,-89.26935,25.90559,30,NA,NA,NA,NA,373,16.5,NA,1.8,22.3,0.5,NA,2370,2017,"Isolated",2.4384,0,0.0430442048621474,0.160351571107628,0,0.681387791377444,0.115234737228837,0,5,0.681387791377444
"342","NLA12_AL-114",7459,22200659,"7/26/2012","SAP",33.88200988,-85.9316179,18.10471487,62,0.003,0.003,0,0.007,510,3.6,NA,3.5,17.5,0.65,"89499641",237803,2012,"Drainage",3.5,0.332693075260051,0.108806794631501,0,0.214848267960273,0,0.290798729070665,0.0528715485755075,1,0.332693075260051
"343","NLA12_RI-110",7092,6139880,"7/10/2012","NAP",41.51503632,-71.58907041,1.922058172,36,0.004,0.004,0,0.019,679,20.45,NA,2.2,24.32,0.625,"136215615",23811,2012,"Isolated",2.2,0.0844580124626403,0.135901163181388,0,0.182409758602958,0.420151642451144,0.177110481646707,0,5,0.420151642451144
"344","NLA12_GA-118",6889,6477619,"6/28/2012","SAP",34.54604983,-84.36246964,18.06463261,14,0.002,0.002,0,0.0049,119,1.02,NA,9.7,1.35,4.035,"126796103",239116,2012,"Drainage",9.7,0.276117403596548,0.095222011049134,0,0,0.0252714613946598,0.603395279984161,0,6,0.603395279984161
"345","NLA17_AL-10018",2010741,21656852,"8/15/2017","SAP",33.22774,-87.15637,11.17081,14.78625,0.0027,NA,0,0.013,321,3.23,NA,6.1,9.2,2.1,NA,239285,2017,"Headwater",NA,0.141717381684868,0.312609951441714,0,0.21684601926551,0,0.300514808336026,0.0283228383429353,2,0.312609951441714
"346","NLA12_MI-120",1000072,3395864,"7/17/2012","UMW",41.79511788,-86.47416191,4.425981362,49,0,0,0,0.028,781,6.95,NA,4.9,22.48,1.65,"121206519",24020,2012,"Isolated",4.9,0.426266557772567,0,0,0.0314763392993394,0.477213605835545,0.0650429343071126,0,5,0.477213605835545
"347","NLA17_MI-10099",2010237,13057236,"6/12/2017","UMW",44.72733,-85.11923,2.602132,9.97875,0.0032,NA,0,0.031,545,5.24,NA,3.1,1.34,3.1,NA,24059,2017,"Headwater",NA,0,0.13941001351779,0.16146780445896,0,0.521269016213829,0.162344172892406,0.0155397397487569,5,0.521269016213829
"348","NLA17_MI-10011",2010184,12134984,"6/5/2017","UMW",43.37318,-86.14407,20.79842,12.9225,0.0011,NA,0,0.019,520,5.29,NA,3.4,2.74,2.7,NA,24061,2017,"Isolated",2.9,0,0.355496183695837,0.125964431801823,0,0.396652757386342,0.121946068451077,0,5,0.396652757386342
"349","NLA17_OH-10024",2010534,15595957,"7/20/2017","NAP",41.11052,-82.08387,21.02137,175.50375,0.0025,NA,0,0.035,3944,12.71,NA,2.5,205.92,0.35,NA,2414,2017,"Isolated",2.3,0.875152860501691,0,0.0528188819427189,0.00348286514986086,0.0273484690214665,0.0411978702348616,0,1,0.875152860501691
"350","NLA12_AL-R03",7291,22033983,"7/18/2012","SAP",33.32192301,-85.81071637,22.42053898,31,0,0,0,0.0076,126,1.49,NA,NA,NA,1.675,"88032053",241676,2012,"Drainage",8.3,0.389805582100627,0.167649797783628,0,0,0,0.43330025452152,0.00926305149197889,6,0.43330025452152
"351","NLA17_GA-10023",2010788,6495242,"8/22/2017","SAP",34.05677,-84.68063,119.9628,35.86125,0,NA,0,0.009,640,3.53,NA,5,24.51,1.225,NA,243038,2017,"Drainage",NA,0.428210262242636,0.283278425335403,0,0.052108513249384,0.0610052734830047,0.175397027889673,0,1,0.428210262242636
"352","NLA17_GA-10004",2010801,6495140,"8/23/2017","SAP",34.13781,-84.64845,3511.416,10.0975,0,NA,0,0.007,279,2.44,NA,19.3,7.41,2.525,NA,243039,2017,"DrainageLk",13,0.416933866212086,0.195518619828682,0,0,0,0.354922906516429,0.0326333456805569,1,0.416933866212086
"353","NLA17_AL-10003",2010462,21677972,"7/12/2017","CPL",32.51724,-87.787,4731.474,100.4125,0.1692,NA,0.017,0.026,776,6.81,NA,14.8,11.95,0.45,NA,244053,2017,"DrainageLk",19.8,0.368824258022067,0.141790496060068,0,0.293449843406241,0.19595873557306,0,0,1,0.368824258022067
"354","NLA17_AL-10001",2010429,166759236,"7/10/2017","SAP",33.29204,-87.39138,1301.872,49.4625,0.5034,NA,0.005,0.021,955,3.11,NA,7.6,13.36,1.05,NA,244057,2017,"DrainageLk",13.7,0.345809468126464,0.185855958304313,0,0.102855953317655,0,0.289357789303198,0.0761553611658647,1,0.345809468126464
"355","NLA17_WI-10108",2011094,13078325,"7/11/2017","UMW",45.74694,-91.56433,2.220074,110,NA,NA,NA,NA,837,9.9,NA,4.5,40.6,1.55,NA,24452,2017,"Isolated",NA,0.0175270930793029,0.0299171598843563,0.358249608450773,0.0231625518160451,0.351301886842516,0.21983627360486,0,3,0.358249608450773
"356","NLA17_AL-HP001",2010860,18203922,"9/6/2017","CPL",33.28949519,-87.68596227,91.03473,24.72715,0.0016,NA,0,0.005,275,2.1,NA,7.75,7.15,2.4,NA,244599,2017,"Headwater",7.5,0.181025756553927,0.172886524629658,0,0.226173121148533,0,0.288173936285204,0.131753298712128,6,0.288173936285204
"357","NLA17_MS-10007",2010477,18692653,"7/12/2017","CPL",34.31396,-88.59346,7.809252,15.7875,0,NA,0,0.008,583,5.9,NA,7.17,4.4,2.145,NA,244897,2017,"Isolated",6.3,0.198731367616331,0.245568866480653,0,0.340228765641107,0,0.158590650571476,0.0568856394907653,4,0.340228765641107
"358","NLA17_AL-10005",2010428,18628452,"7/11/2017","CPL",33.36723,-88.16835,5.555443,44.61625,0.0031,NA,0.001,0.009,813,5.18,NA,2.2,32.32,1.15,NA,245755,2017,"Isolated",3.8,0.350950738235179,0.102598939886966,0,0.143559560426057,0,0.318489751500447,0.0844193793161493,1,0.350950738235179
